title,address,coordinates,id,metro,additionalAddress,seoname,ratingData,categories,phones,socialLinks,urls
IronHorse,"МКАД, 71-й километр, 16А, п. г. т. Путилково","[37.39532, 55.859299]",50047558399,"[{""id"": ""station__9858854"", ""name"": ""Митино"", ""distance"": ""3,4 км"", ""distanceValue"": 3414.29, ""coordinates"": [37.361310074, 55.84680445], ""type"": ""metro"", ""color"": ""#0070bf""}, {""id"": ""station__9858804"", ""name"": ""Волоколамская"", ""distance"": ""3,6 км"", ""distanceValue"": 3575.73, ""coordinates"": [37.381394341, 55.836428137], ""type"": ""metro"", ""color"": ""#0070bf""}, {""id"": ""station__9898635"", ""name"": ""Пятницкое шоссе"", ""distance"": ""3,9 км"", ""distanceValue"": 3924.44, ""coordinates"": [37.3544413, 55.854914033], ""type"": ""metro"", ""color"": ""#0070bf""}]",этаж 1,ironhorse,"{""ratingCount"": 27, ""ratingValue"": 4.900000095367432, ""reviewCount"": 23}","[{""id"": ""132743426043"", ""name"": ""Мотошкола"", ""class"": ""driving school"", ""seoname"": ""motorcycle_school"", ""pluralName"": ""Мотошколы""}]","[{""number"": ""+7 (910) 791-35-90"", ""type"": ""phone"", ""value"": ""+79107913590"", ""info"": ""Евгений""}]","[{""type"": ""max"", ""href"": ""https://max.ru/join/YXtEx-aOLITHAhyXXNDHLDg32STUWcyyiyNBmnHAVqE"", ""readableHref"": ""max.ru/join/YXtEx-aOLITHAhyXXNDHLDg32STUWcyyiyNBmnHAVqE""}, {""type"": ""telegram"", ""href"": ""https://t.me/wild_bird_99"", ""readableHref"": ""@wild_bird_99""}]","[""https://iron-horse-motoschool-moscow.clients.site/""]"
Формула Сити,"Бескудниковский бул., 15, корп. 1, Москва","[37.55892, 55.86457]",103795700966,"[{""id"": ""2244536875"", ""name"": ""Селигерская"", ""distance"": ""860 м"", ""distanceValue"": 857.487, ""coordinates"": [37.548136805, 55.86562037], ""type"": ""metro"", ""color"": ""#9fbf00""}, {""id"": ""2244536395"", ""name"": ""Верхние Лихоборы"", ""distance"": ""990 м"", ""distanceValue"": 991.225, ""coordinates"": [37.559956566, 55.85777667], ""type"": ""metro"", ""color"": ""#9fbf00""}, {""id"": ""5286111656"", ""name"": ""Яхромская"", ""distance"": ""2,03 км"", ""distanceValue"": 2034.32, ""coordinates"": [37.546421771, 55.879084374], ""type"": ""metro"", ""color"": ""#9fbf00""}]",,formula_siti,"{""ratingCount"": 96, ""ratingValue"": 5, ""reviewCount"": 80}","[{""id"": ""184105264"", ""name"": ""Автошкола"", ""class"": ""driving school"", ""seoname"": ""driving_school"", ""pluralName"": ""Автошколы""}, {""id"": ""132743426043"", ""name"": ""мотошкола"", ""class"": ""driving school"", ""seoname"": ""motorcycle_school"", ""pluralName"": ""Мотошколы""}]","[{""number"": ""+7 (926) 707-74-95"", ""type"": ""phone"", ""value"": ""+79267077495""}, {""number"": ""+7 (926) 711-74-95"", ""type"": ""phone"", ""value"": ""+79267117495""}]","[{""type"": ""telegram"", ""href"": ""https://t.me/formulacity"", ""readableHref"": ""@formulacity""}, {""type"": ""vkontakte"", ""href"": ""https://vk.com/afc_drive_shcool"", ""readableHref"": ""vk.com/afc_drive_shcool""}, {""type"": ""whatsapp"", ""href"": ""https://wa.me/79267077495?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5"", ""readableHref"": ""+79267077495""}]","[""https://formulacity.ru/""]"
Лайфстайл,"Москва, 2-й Капотнинский проезд","[37.8105, 55.638369]",66077387534,[],,layfstayl,"{""ratingCount"": 80, ""ratingValue"": 5, ""reviewCount"": 75}","[{""id"": ""132743426043"", ""name"": ""Мотошкола"", ""class"": ""driving school"", ""seoname"": ""motorcycle_school"", ""pluralName"": ""Мотошколы""}]","[{""number"": ""+7 (977) 252-43-43"", ""type"": ""phone"", ""value"": ""+79772524343""}]","[{""type"": ""vkontakte"", ""href"": ""https://vk.com/lsmotoclub"", ""readableHref"": ""vk.com/lsmotoclub""}]","[""http://lifestylemoto.ru/""]"
Urs96,"Поморская ул., 39, стр. 1, Москва","[37.573607, 55.867894]",71921591347,"[{""id"": ""2244536395"", ""name"": ""Верхние Лихоборы"", ""distance"": ""1,9 км"", ""distanceValue"": 1903.94, ""coordinates"": [37.559956566, 55.85777667], ""type"": ""metro"", ""color"": ""#9fbf00""}, {""id"": ""2244536875"", ""name"": ""Селигерская"", ""distance"": ""2,18 км"", ""distanceValue"": 2178.1, ""coordinates"": [37.548136805, 55.86562037], ""type"": ""metro"", ""color"": ""#9fbf00""}, {""id"": ""1727539211"", ""name"": ""Окружная"", ""distance"": ""2,6 км"", ""distanceValue"": 2601.84, ""coordinates"": [37.573060841, 55.849746065], ""type"": ""metro"", ""color"": ""#ff4c4c""}]",Бокс жёлтый,urs96,"{""ratingCount"": 43, ""ratingValue"": 5, ""reviewCount"": 30}","[{""id"": ""132743426043"", ""name"": ""Мотошкола"", ""class"": ""driving school"", ""seoname"": ""motorcycle_school"", ""pluralName"": ""Мотошколы""}, {""id"": ""184107295"", ""name"": ""спортивная база"", ""class"": ""fitness"", ""seoname"": ""sports_base"", ""pluralName"": ""Спортбазы""}]","[{""number"": ""+7 (967) 225-35-80"", ""type"": ""phone"", ""value"": ""+79672253580""}]","[{""type"": ""telegram"", ""href"": ""http://t.me/urs96"", ""readableHref"": ""@urs96""}]","[""https://taplink.cc/unique_racingschool?ysclid=lxt4dvqyua352100595"", ""http://urs96.ru/""]"
Наука,"ул. Стромынка, 11, Москва","[37.692231, 55.794016]",227313229393,"[{""id"": ""4936926846"", ""name"": ""Сокольники"", ""distance"": ""900 м"", ""distanceValue"": 900.196, ""coordinates"": [37.680954277, 55.789644088], ""type"": ""metro"", ""color"": ""#60bfbf""}, {""id"": ""station__9858908"", ""name"": ""Сокольники"", ""distance"": ""980 м"", ""distanceValue"": 981.327, ""coordinates"": [37.679937035, 55.789304241], ""type"": ""metro"", ""color"": ""#f23d30""}, {""id"": ""station__9858888"", ""name"": ""Преображенская площадь"", ""distance"": ""1,46 км"", ""distanceValue"": 1463.84, ""coordinates"": [37.713526746, 55.795901813], ""type"": ""metro"", ""color"": ""#f23d30""}]","этаж 3, офис 5",nauka,"{""ratingCount"": 56, ""ratingValue"": 5, ""reviewCount"": 53}","[{""id"": ""184105264"", ""name"": ""Автошкола"", ""class"": ""driving school"", ""seoname"": ""driving_school"", ""pluralName"": ""Автошколы""}, {""id"": ""132743426043"", ""name"": ""мотошкола"", ""class"": ""driving school"", ""seoname"": ""motorcycle_school"", ""pluralName"": ""Мотошколы""}, {""id"": ""184106162"", ""name"": ""дополнительное образование"", ""class"": ""college"", ""seoname"": ""further_education"", ""pluralName"": ""Допобразование""}]","[{""number"": ""+7 (965) 229-72-99"", ""type"": ""phone"", ""value"": ""+79652297299""}]","[{""type"": ""whatsapp"", ""href"": ""https://wa.me/+79360000945?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5"", ""readableHref"": ""++79360000945""}, {""type"": ""vkontakte"", ""href"": ""https://vk.com/avtonauka_drive"", ""readableHref"": ""vk.com/avtonauka_drive""}, {""type"": ""telegram"", ""href"": ""https://t.me/avtonauka1984"", ""readableHref"": ""@avtonauka1984""}]","[""https://avtonauka.site/""]"
МаксПрофи,"Поречная ул., 10, Москва","[37.770316, 55.650155]",161473847008,"[{""id"": ""station__9858793"", ""name"": ""Братиславская"", ""distance"": ""1,75 км"", ""distanceValue"": 1751.82, ""coordinates"": [37.752732123, 55.660151404], ""type"": ""metro"", ""color"": ""#9fbf00""}, {""id"": ""station__9858849"", ""name"": ""Марьино"", ""distance"": ""1,92 км"", ""distanceValue"": 1923.36, ""coordinates"": [37.744626808, 55.64893639], ""type"": ""metro"", ""color"": ""#9fbf00""}, {""id"": ""station__9858953"", ""name"": ""Борисово"", ""distance"": ""2,88 км"", ""distanceValue"": 2878.7, ""coordinates"": [37.744543563, 55.634113969], ""type"": ""metro"", ""color"": ""#9fbf00""}]",этаж 4,maksprofi,"{""ratingCount"": 289, ""ratingValue"": 5, ""reviewCount"": 267}","[{""id"": ""184105264"", ""name"": ""Автошкола"", ""class"": ""driving school"", ""seoname"": ""driving_school"", ""pluralName"": ""Автошколы""}, {""id"": ""132743426043"", ""name"": ""мотошкола"", ""class"": ""driving school"", ""seoname"": ""motorcycle_school"", ""pluralName"": ""Мотошколы""}, {""id"": ""184106168"", ""name"": ""учебный центр"", ""class"": ""college"", ""seoname"": ""educational_center"", ""pluralName"": ""Учебные центры""}]","[{""number"": ""+7 (977) 748-73-92"", ""type"": ""phone"", ""value"": ""+79777487392""}, {""number"": ""+7 (495) 978-78-28"", ""type"": ""phone"", ""value"": ""+74959787828""}]","[{""type"": ""vkontakte"", ""href"": ""https://vk.com/avtoshkolamoskva"", ""readableHref"": ""vk.com/avtoshkolamoskva""}, {""type"": ""whatsapp"", ""href"": ""https://wa.me/79777487392?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5"", ""readableHref"": ""+79777487392""}]","[""https://avtoshkolaprofi.ru/""]"
Автостет,"Нижняя Красносельская ул., 40/12к21, Москва","[37.6715, 55.774634]",15677028397,"[{""id"": ""station__10095100"", ""name"": ""Бауманская"", ""distance"": ""620 м"", ""distanceValue"": 619.594, ""coordinates"": [37.678784484, 55.772340734], ""type"": ""metro"", ""color"": ""#0070bf""}, {""id"": ""station__9858832"", ""name"": ""Красносельская"", ""distance"": ""800 м"", ""distanceValue"": 796.157, ""coordinates"": [37.666050223, 55.779969452], ""type"": ""metro"", ""color"": ""#f23d30""}, {""id"": ""station__9858827"", ""name"": ""Комсомольская"", ""distance"": ""1,07 км"", ""distanceValue"": 1066.68, ""coordinates"": [37.65903036, 55.772863033], ""type"": ""metro"", ""color"": ""#f23d30""}]",,avtostet,"{""ratingCount"": 46, ""ratingValue"": 5, ""reviewCount"": 34}","[{""id"": ""184105264"", ""name"": ""Автошкола"", ""class"": ""driving school"", ""seoname"": ""driving_school"", ""pluralName"": ""Автошколы""}, {""id"": ""132743426043"", ""name"": ""мотошкола"", ""class"": ""driving school"", ""seoname"": ""motorcycle_school"", ""pluralName"": ""Мотошколы""}]","[{""number"": ""+7 (977) 087-95-74"", ""type"": ""phone"", ""value"": ""+79770879574""}, {""number"": ""+7 (495) 970-70-72"", ""type"": ""phone"", ""value"": ""+74959707072""}]","[{""type"": ""whatsapp"", ""href"": ""https://wa.me/79859707072?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5"", ""readableHref"": ""+79859707072""}, {""type"": ""telegram"", ""href"": ""https://t.me/79859707072"", ""readableHref"": ""@79859707072""}]","[""https://auto-stet.ru/""]"
ТопГир,"ул. Арбат, 6/2, Москва","[37.597486, 55.7517]",2424917056,"[{""id"": ""station__9858778"", ""name"": ""Арбатская"", ""distance"": ""490 м"", ""distanceValue"": 485.112, ""coordinates"": [37.601436524, 55.752144926], ""type"": ""metro"", ""color"": ""#21abd9""}, {""id"": ""station__9858779"", ""name"": ""Арбатская"", ""distance"": ""540 м"", ""distanceValue"": 541.838, ""coordinates"": [37.603322216, 55.752388729], ""type"": ""metro"", ""color"": ""#0070bf""}, {""id"": ""station__9858774"", ""name"": ""Александровский сад"", ""distance"": ""920 м"", ""distanceValue"": 924.097, ""coordinates"": [37.609029917, 55.752247941], ""type"": ""metro"", ""color"": ""#21abd9""}]",,topgir,"{""ratingCount"": 8, ""ratingValue"": 4.400000095367432, ""reviewCount"": 6}","[{""id"": ""184105264"", ""name"": ""Автошкола"", ""class"": ""driving school"", ""seoname"": ""driving_school"", ""pluralName"": ""Автошколы""}, {""id"": ""132743426043"", ""name"": ""мотошкола"", ""class"": ""driving school"", ""seoname"": ""motorcycle_school"", ""pluralName"": ""Мотошколы""}]","[{""number"": ""+7 (499) 955-39-54"", ""type"": ""phone"", ""value"": ""+74999553954""}]","[{""type"": ""vkontakte"", ""href"": ""https://vk.com/topgir.avtorsvk"", ""readableHref"": ""vk.com/topgir.avtorsvk""}, {""type"": ""whatsapp"", ""href"": ""https://wa.me/79990059269?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5"", ""readableHref"": ""+79990059269""}, {""type"": ""telegram"", ""href"": ""https://t.me/avtoshkola_4_you"", ""readableHref"": ""@avtoshkola_4_you""}]","[""https://avtoshkola-tg.ru/""]"
На мото,"Бесединское ш., 15, Москва","[37.761339, 55.625288]",177347915054,"[{""id"": ""station__9898585"", ""name"": ""Алма-Атинская"", ""distance"": ""1,41 км"", ""distanceValue"": 1405.08, ""coordinates"": [37.76714461, 55.631777749], ""type"": ""metro"", ""color"": ""#3aa63a""}, {""id"": ""station__9858954"", ""name"": ""Шипиловская"", ""distance"": ""1,54 км"", ""distanceValue"": 1535.71, ""coordinates"": [37.743869683, 55.622257803], ""type"": ""metro"", ""color"": ""#9fbf00""}, {""id"": ""station__9858953"", ""name"": ""Борисово"", ""distance"": ""1,85 км"", ""distanceValue"": 1854.03, ""coordinates"": [37.743450968, 55.632314484], ""type"": ""metro"", ""color"": ""#9fbf00""}]",,na_moto,"{""ratingCount"": 101, ""ratingValue"": 5, ""reviewCount"": 66}","[{""id"": ""132743426043"", ""name"": ""Мотошкола"", ""class"": ""driving school"", ""seoname"": ""motorcycle_school"", ""pluralName"": ""Мотошколы""}]","[{""number"": ""+7 (985) 009-31-92"", ""type"": ""phone"", ""value"": ""+79850093192""}]","[{""type"": ""whatsapp"", ""href"": ""https://wa.me/79850093192?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5"", ""readableHref"": ""+79850093192""}, {""type"": ""youtube"", ""href"": ""https://www.youtube.com/channel/UCASLuflaVzV7LSE0_CHu8pQ"", ""readableHref"": ""www.youtube.com/@UCASLuflaVzV7LSE0_CHu8pQ""}, {""type"": ""vkontakte"", ""href"": ""https://vk.com/msknamoto"", ""readableHref"": ""vk.com/msknamoto""}, {""type"": ""telegram"", ""href"": ""https://t.me/msknamoto"", ""readableHref"": ""@msknamoto""}]","[""https://na-moto.ru/""]"
Ягуар,"Окружной пр., 15, корп. 2, Москва","[37.742026, 55.788827]",150942837607,"[{""id"": ""1727553521"", ""name"": ""Измайлово"", ""distance"": ""89 м"", ""distanceValue"": 89.211, ""coordinates"": [37.742810312, 55.788449225], ""type"": ""metro"", ""color"": ""#ff4c4c""}, {""id"": ""station__9858876"", ""name"": ""Партизанская"", ""distance"": ""580 м"", ""distanceValue"": 576.079, ""coordinates"": [37.749677544, 55.788443115], ""type"": ""metro"", ""color"": ""#0070bf""}, {""id"": ""station__9858940"", ""name"": ""Черкизовская"", ""distance"": ""1,64 км"", ""distanceValue"": 1644.83, ""coordinates"": [37.745147047, 55.802811222], ""type"": ""metro"", ""color"": ""#f23d30""}]",,yaguar,"{""ratingCount"": 151, ""ratingValue"": 5, ""reviewCount"": 112}","[{""id"": ""184105264"", ""name"": ""Автошкола"", ""class"": ""driving school"", ""seoname"": ""driving_school"", ""pluralName"": ""Автошколы""}, {""id"": ""132743426043"", ""name"": ""мотошкола"", ""class"": ""driving school"", ""seoname"": ""motorcycle_school"", ""pluralName"": ""Мотошколы""}]","[{""number"": ""+7 (499) 955-50-99"", ""type"": ""phone"", ""value"": ""+74999555099"", ""info"": ""Отдел продаж""}]","[{""type"": ""telegram"", ""href"": ""https://t.me/jaguarschool"", ""readableHref"": ""@jaguarschool""}, {""type"": ""youtube"", ""href"": ""https://www.youtube.com/channel/UCTu7oKE4NpgBDvMm_YpprGA"", ""readableHref"": ""www.youtube.com/@UCTu7oKE4NpgBDvMm_YpprGA""}, {""type"": ""vkontakte"", ""href"": ""https://vk.com/avtoshkolamoscow"", ""readableHref"": ""vk.com/avtoshkolamoscow""}]","[""https://jaguar-avtoshkola.ru/""]"
Курсант,"6-я Радиальная ул., 5, корп. 4, Москва","[37.664375, 55.603427]",100223257522,"[{""id"": ""station__9858938"", ""name"": ""Царицыно"", ""distance"": ""2,56 км"", ""distanceValue"": 2559.24, ""coordinates"": [37.670436872, 55.620224981], ""type"": ""metro"", ""color"": ""#3aa63a""}, {""id"": ""station__9858887"", ""name"": ""Пражская"", ""distance"": ""4,1 км"", ""distanceValue"": 4122.18, ""coordinates"": [37.604690113, 55.611139288], ""type"": ""metro"", ""color"": ""#999999""}, {""id"": ""station__9858868"", ""name"": ""Орехово"", ""distance"": ""4,2 км"", ""distanceValue"": 4194.58, ""coordinates"": [37.693432006, 55.613782132], ""type"": ""metro"", ""color"": ""#3aa63a""}]",,kursant,"{""ratingCount"": 86, ""ratingValue"": 5, ""reviewCount"": 73}","[{""id"": ""184105264"", ""name"": ""Автошкола"", ""class"": ""driving school"", ""seoname"": ""driving_school"", ""pluralName"": ""Автошколы""}, {""id"": ""132743426043"", ""name"": ""мотошкола"", ""class"": ""driving school"", ""seoname"": ""motorcycle_school"", ""pluralName"": ""Мотошколы""}, {""id"": ""184106168"", ""name"": ""учебный центр"", ""class"": ""college"", ""seoname"": ""educational_center"", ""pluralName"": ""Учебные центры""}]","[{""number"": ""+7 (499) 350-74-01"", ""type"": ""phone"", ""extraNumber"": ""2"", ""value"": ""+74993507401,2""}]","[{""type"": ""telegram"", ""href"": ""https://t.me/kursant_avto_avtoshkola"", ""readableHref"": ""@kursant_avto_avtoshkola""}, {""type"": ""whatsapp"", ""href"": ""https://wa.me/79259252992?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5"", ""readableHref"": ""+79259252992""}]","[""https://kursant-avtoshkola.ru/""]"
Штурман,"ул. Татьяны Макаровой, 6, Москва","[37.88633, 55.71164]",188990660417,"[{""id"": ""3526120275"", ""name"": ""Улица Дмитриевского"", ""distance"": ""590 м"", ""distanceValue"": 589.281, ""coordinates"": [37.879473589, 55.710924578], ""type"": ""metro"", ""color"": ""#e66ac0""}, {""id"": ""3526120455"", ""name"": ""Лухмановская"", ""distance"": ""810 м"", ""distanceValue"": 806.946, ""coordinates"": [37.896135639, 55.709413607], ""type"": ""metro"", ""color"": ""#e66ac0""}, {""id"": ""3526120525"", ""name"": ""Некрасовка"", ""distance"": ""3,1 км"", ""distanceValue"": 3110.18, ""coordinates"": [37.924344327, 55.703832198], ""type"": ""metro"", ""color"": ""#e66ac0""}]","вход со стороны дороги, этаж 1",shturman,"{""ratingCount"": 83, ""ratingValue"": 5, ""reviewCount"": 75}","[{""id"": ""184105264"", ""name"": ""Автошкола"", ""class"": ""driving school"", ""seoname"": ""driving_school"", ""pluralName"": ""Автошколы""}, {""id"": ""132743426043"", ""name"": ""мотошкола"", ""class"": ""driving school"", ""seoname"": ""motorcycle_school"", ""pluralName"": ""Мотошколы""}]","[{""number"": ""+7 (985) 133-04-33"", ""type"": ""phone"", ""value"": ""+79851330433""}]","[{""type"": ""whatsapp"", ""href"": ""https://wa.me/+79851330433?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5"", ""readableHref"": ""++79851330433""}, {""type"": ""vkontakte"", ""href"": ""https://vk.com/stutmanavto"", ""readableHref"": ""vk.com/stutmanavto""}, {""type"": ""telegram"", ""href"": ""https://t.me/avtosturman"", ""readableHref"": ""@avtosturman""}]","[""https://www.sturmanavto.ru/""]"
Союз,"Зеленоградская ул., 33А, Москва","[37.491647, 55.875647]",236038125142,"[{""id"": ""2135150818"", ""name"": ""Ховрино"", ""distance"": ""750 м"", ""distanceValue"": 749.115, ""coordinates"": [37.482395952, 55.877054533], ""type"": ""metro"", ""color"": ""#3aa63a""}, {""id"": ""3335468575"", ""name"": ""Беломорская"", ""distance"": ""1,77 км"", ""distanceValue"": 1768.11, ""coordinates"": [37.47625795, 55.86549115], ""type"": ""metro"", ""color"": ""#3aa63a""}, {""id"": ""station__9858895"", ""name"": ""Речной вокзал"", ""distance"": ""3,1 км"", ""distanceValue"": 3138.81, ""coordinates"": [37.47569212, 55.855752697], ""type"": ""metro"", ""color"": ""#3aa63a""}]",,soyuz,"{""ratingCount"": 45, ""ratingValue"": 5, ""reviewCount"": 42}","[{""id"": ""184105264"", ""name"": ""Автошкола"", ""class"": ""driving school"", ""seoname"": ""driving_school"", ""pluralName"": ""Автошколы""}, {""id"": ""132743426043"", ""name"": ""мотошкола"", ""class"": ""driving school"", ""seoname"": ""motorcycle_school"", ""pluralName"": ""Мотошколы""}]","[{""number"": ""+7 (499) 444-20-28"", ""type"": ""phone"", ""value"": ""+74994442028""}]","[{""type"": ""telegram"", ""href"": ""https://t.me/Avtoshkola_Soyuz"", ""readableHref"": ""@Avtoshkola_Soyuz""}]","[""https://soyuz77.ru/""]"
Союз,"Дмитровское ш., 50, корп. 1, Москва","[37.569306, 55.845547]",244189317966,"[{""id"": ""2244535785"", ""name"": ""Окружная"", ""distance"": ""380 м"", ""distanceValue"": 379.542, ""coordinates"": [37.573250923, 55.847144756], ""type"": ""metro"", ""color"": ""#9fbf00""}, {""id"": ""1727539211"", ""name"": ""Окружная"", ""distance"": ""550 м"", ""distanceValue"": 548.678, ""coordinates"": [37.572988751, 55.848451961], ""type"": ""metro"", ""color"": ""#ff4c4c""}, {""id"": ""station__9858879"", ""name"": ""Петровско-Разумовская"", ""distance"": ""1,12 км"", ""distanceValue"": 1121.21, ""coordinates"": [37.575778811, 55.836672694], ""type"": ""metro"", ""color"": ""#999999""}]",,soyuz,"{""ratingCount"": 35, ""ratingValue"": 5, ""reviewCount"": 32}","[{""id"": ""184105264"", ""name"": ""Автошкола"", ""class"": ""driving school"", ""seoname"": ""driving_school"", ""pluralName"": ""Автошколы""}, {""id"": ""132743426043"", ""name"": ""мотошкола"", ""class"": ""driving school"", ""seoname"": ""motorcycle_school"", ""pluralName"": ""Мотошколы""}]","[{""number"": ""+7 (499) 444-20-28"", ""type"": ""phone"", ""value"": ""+74994442028""}]","[{""type"": ""telegram"", ""href"": ""https://t.me/Avtoshkola_Soyuz"", ""readableHref"": ""@Avtoshkola_Soyuz""}]","[""https://soyuz77.ru/""]"
